Title,Author,Publisher,Subjects,item_id,Subjects_list
les femmes du bout du monde roman,da costa mélissa,albin michel,maoris peuple de nouvellezélande; roman français,167,"['maoris peuple de nouvellezélande', ' roman français']"
rouge,robert claude,favre,roman policier; roman suisse de langue française,168,"['roman policier', ' roman suisse de langue française']"
galel,desarzens fanny,editions slatkine,amitié; roman suisse de langue française; roman,169,"['amitié', ' roman suisse de langue française', ' roman']"
le vol des glaneuses,salvadore matteo 2001,plaisir de lire,roman policier suisse de langue française,170,['roman policier suisse de langue française']
nani roman,richoz mélanie,slatkine,roman suisse de langue française,171,['roman suisse de langue française']
le chant des innocents roman,pulixi piergiorgio 1982,gallmeister,roman policier italien2000,172,['roman policier italien2000']
le petit guide illustré du tdah enfin comprendre comment je fonctionne enfin apprendre à vivre avec,gendron alice,albin michel,neurodiversité; trouble déficitaire de lattention avec ou sans hyperactivité; guides pratiques,173,"['neurodiversité', ' trouble déficitaire de lattention avec ou sans hyperactivité', ' guides pratiques']"
james cook,bollée laurentfrédéric,glénat,cook james; explorateurs; bandes dessinées,174,"['cook james', ' explorateurs', ' bandes dessinées']"
buvettes et auberges dalpages de suisse romande,unknown author,terre nature,buvettessuisse romande; guides touristiques et de visite; restaurantsmontagnes,175,"['buvettessuisse romande', ' guides touristiques et de visite', ' restaurantsmontagnes']"
le philatéliste roman,feuz nicolas 1971,rosie wolfe,roman policier suisse de langue française,176,['roman policier suisse de langue française']
déréglée journal dune ménopause,oomen francine 1960,les presses de la cité,menopause; graphic novel; ménopauserécits personnels; romans graphiques,177,"['menopause', ' graphic novel', ' ménopauserécits personnels', ' romans graphiques']"
astra nova,blumen lisa,lemployé du moi,bandes dessinées,178,['bandes dessinées']
demain les oiseaux intégrale,tezuka osamu 19281989,delcourt,bandes dessinées,179,['bandes dessinées']
lengrenage du mal,feuz nicolas 1971,slatkine cie,roman policier,180,['roman policier']
franklin les prisonniers de larctique,durand michel auteur de bd,glénat,passage du nordouest arctique; pôle norddécouverte et exploration; bandes dessinées,181,"['passage du nordouest arctique', ' pôle norddécouverte et exploration', ' bandes dessinées']"
les larmes du lagon,feuz nicolas 1971,slatkine cie,roman suisse; roman policier,182,"['roman suisse', ' roman policier']"
vallée du silicium,damasio alain 1969,villa albertine; seuil,modes de vieeffets des innovations technologiques; nouvelles de sciencefiction francophones; essai genre littéraire,183,"['modes de vieeffets des innovations technologiques', ' nouvelles de sciencefiction francophones', ' essai genre littéraire']"
a la poursuite du dragon,yoakimpasquier karine,oskar editeur,japon; arts martiaux; roman pour la jeunesse,184,"['japon', ' arts martiaux', ' roman pour la jeunesse']"
le koala qui disait des gros mots,beigel christine,gautierlanguereau,mots grossiers; livres dimages,185,"['mots grossiers', ' livres dimages']"
killiok,brouillard anne,lecole des loisirs,habitations; livres dimages,186,"['habitations', ' livres dimages']"
on a volé mon slip,torti dominique,editions torti,livres premières lectures,187,['livres premières lectures']
berne nid despions laffaire dubois 19551957,burnand eric,antipodes,relations extérieuresalgérieberne suisse ville19541962; bandes dessinées,188,"['relations extérieuresalgérieberne suisse ville19541962', ' bandes dessinées']"
danemark suède,unknown author,michelin,danemark; suède; guides touristiques et de visite,189,"['danemark', ' suède', ' guides touristiques et de visite']"
danemark suède 20172018,unknown author,hachette tourisme,danemark; suède; guides touristiques et de visite,190,"['danemark', ' suède', ' guides touristiques et de visite']"
cinq méditations sur la beauté,cheng françois,albin michel,beautéphilosophie chinoise; beauté philosophie; philosophie,191,"['beautéphilosophie chinoise', ' beauté philosophie', ' philosophie']"
mourir ce que lon sait ce que lon peut faire comment sy préparer,borasio gian domenico 1962,genoud arts graphiques; presses polytechniques et universitaires romandes,terminal care; palliative care; attitude to death; euthanasia; suicide assisted; accompagnement de la fin de vie; mort; fin de vie,192,"['terminal care', ' palliative care', ' attitude to death', ' euthanasia', ' suicide assisted', ' accompagnement de la fin de vie', ' mort', ' fin de vie']"
le hasard enchanté et les forces de lespoir,clervoy patrick,odile jacob,hasard; destin et fatalisme; psychologie; psychiatrie; écrivains,193,"['hasard', ' destin et fatalisme', ' psychologie', ' psychiatrie', ' écrivains']"
pologne,unknown author,michelin,pologne; guides touristiques et de visite,194,"['pologne', ' guides touristiques et de visite']"
soigner les vivants et parler aux morts,favre brigitte,favre,peur de la mort; deuil; médiumnité,195,"['peur de la mort', ' deuil', ' médiumnité']"
venise,unknown author,michelin,venise italie; guides touristiques et de visite,196,"['venise italie', ' guides touristiques et de visite']"
après jésus linvention du christianisme,unknown author,albin michel,unknown subjects,197,['unknown subjects']
spinoza éthique de la vérité au bonheur,spinoza baruch dit benedictus de,dunod,spinoza baruchethique; bandes dessinées,198,"['spinoza baruchethique', ' bandes dessinées']"
en thérapie la psychanalyse en série,ricome joffrey,gründ,séries téléviséescritique et interprétation; psychanalyse; ouvrages de vulgarisation,199,"['séries téléviséescritique et interprétation', ' psychanalyse', ' ouvrages de vulgarisation']"
les nouvelles routes du soi en immersion chez les nouveaux spirituels,bonomelli marc 19,arkhê,chamanisme; méditation; gourous; réalisation de soi; sorcières; spiritualité2000; conscience de soi,200,"['chamanisme', ' méditation', ' gourous', ' réalisation de soi', ' sorcières', ' spiritualité2000', ' conscience de soi']"
guérir nos âmes blessées la révolution des thérapies,gourion david 1971,marabout,psychothérapie; psychopathologie,201,"['psychothérapie', ' psychopathologie']"
king kong théorie,despentes virginie,bernard grasset,féminismefemme21e s début,202,['féminismefemme21e s début']
le marché des dieux comment naissent les innovations religieuses du judaïsme au christianisme,desjeux dominique,puf,judaïsmeanthropologie; christianismeanthropologie; christianismerelationsjudaïsme; judaïsmerelationschristianisme,203,"['judaïsmeanthropologie', ' christianismeanthropologie', ' christianismerelationsjudaïsme', ' judaïsmerelationschristianisme']"
une histoire de lergot de seigle du mal des ardents au lsd,vitaux jean médecin gastroentérologue 1951,puf,ergot de seigle; histoire,204,"['ergot de seigle', ' histoire']"
larthrose a 40 ans comment leviter comment la soigner,picardpaix odile,editions du rocher,arthroseprévention; arthrosethérapeutique,205,"['arthroseprévention', ' arthrosethérapeutique']"
lhomme augmenté futurs de nos cerveaux,gaillard raphaël psychiatre 1976,bernard grasset,intelligence artificielle; hommeeffets des innovations technologiques; transhumanisme; lectureaspect cognitif; essai genre littéraire français,206,"['intelligence artificielle', ' hommeeffets des innovations technologiques', ' transhumanisme', ' lectureaspect cognitif', ' essai genre littéraire français']"
la sagesse interdite révélations sur les substances à lorigine des traditions spirituelles,schillinger stephan poète,véga,plantes hallucinogènesaspect religieux,207,['plantes hallucinogènesaspect religieux']
laventure de vieillir,hennezel marie de,versilio; robert laffont,vieillissementpsychologie,208,['vieillissementpsychologie']
histoire incorrecte de rome,traina giusto,les belles lettres,civilisationromeouvrages de vulgarisation; empire romainhistoire,209,"['civilisationromeouvrages de vulgarisation', ' empire romainhistoire']"
tout ce qui nous était à venir,sautière jane,verticales,unknown subjects,210,['unknown subjects']
en harmonie fondements de lharmonie tonale et modale dans le jazz,dericq lilian,outre mesure,harmonie musique; jazz; méthodes; études et exercices musique,211,"['harmonie musique', ' jazz', ' méthodes', ' études et exercices musique']"
et moi je vis toujours roman,ormesson jean d 19252017,gallimard,roman français,212,['roman français']
dans loeil du crocodile lhumanité comme proie,plumwood val,wildproject,écologiephilosophie; écologie humainephilosophie; écologie animalephilosophie; philosophie de la nature; philosophie de lenvironnement; prédation biologie; animalité philosophie; relations hommeanimal; intégration du cycle de la vie; écologie humaine; alimentation,213,"['écologiephilosophie', ' écologie humainephilosophie', ' écologie animalephilosophie', ' philosophie de la nature', ' philosophie de lenvironnement', ' prédation biologie', ' animalité philosophie', ' relations hommeanimal', ' intégration du cycle de la vie', ' écologie humaine', ' alimentation']"
dette doxygène,heijmans toine 1969,belfond,roman,214,['roman']
noyade roman,spierer céline,heloïse dormesson,roman,215,['roman']
les lendemains roman,da costa mélissa,albin michel,deuil; roman,216,"['deuil', ' roman']"
toscane,corradi marieisabelle,hachette tourisme,toscane italie; guides touristiques et de visite,217,"['toscane italie', ' guides touristiques et de visite']"
les mondes de saturne,unknown author,humensis; belin,saturne planete; saturne planeteexploration,218,"['saturne planete', ' saturne planeteexploration']"
quand sapiens raconte la vie à néandertal,millás garcía juan josé 1946,humenscienceshumensis,préhistoire; hominidés; humanitéhistoire,219,"['préhistoire', ' hominidés', ' humanitéhistoire']"
voyage en misarchie essai pour tout reconstruire,dockès emmanuel,editions du detour,philosophie politique2000; philosophie sociale2000,220,"['philosophie politique2000', ' philosophie sociale2000']"
un purgatoire très discret la transition helvétique danciens nazis fascistes et collaborateurs après 1945,dongen luc van,société dhistoire de la suisse romande; perrin,nationalsocialismeréfugié allemandsuisse1945 1947; nationalsocialismepolitique dasileallemagnesuisse1945 1947; collaboration histoireréfugié politique françaissuisse1945 1947; fascismeréfugié politique italiensuisse1943 1946; fascismepolitique dasileitaliesuisse1943 1946,221,"['nationalsocialismeréfugié allemandsuisse1945 1947', ' nationalsocialismepolitique dasileallemagnesuisse1945 1947', ' collaboration histoireréfugié politique françaissuisse1945 1947', ' fascismeréfugié politique italiensuisse1943 1946', ' fascismepolitique dasileitaliesuisse1943 1946']"
andalousie,campodonico nathalie,hachette tourisme,andalousie espagne; guides touristiques et de visite,222,"['andalousie espagne', ' guides touristiques et de visite']"
je pense trop comment canaliser ce mental envahissant,petitcollin christel,g trédaniel,réalisation de soi; intelligence; pensée; discours intérieur,223,"['réalisation de soi', ' intelligence', ' pensée', ' discours intérieur']"
les origines du plan marshall le mythe de laide americaine,lacroixriz annie,armand colin,plan marshall 19481952; reconstruction dapresguerre 2e guerre mondialefrance; reconstruction dapresguerre 2e guerre mondialeallemagne; relationsfranceetatsunis19451970,224,"['plan marshall 19481952', ' reconstruction dapresguerre 2e guerre mondialefrance', ' reconstruction dapresguerre 2e guerre mondialeallemagne', ' relationsfranceetatsunis19451970']"
ukraine entre guerre paix,baud jacques 1955,max milo,politique et gouvernementukraine1991; guerre russoukrainienne 2022; relations extérieuresrussieukraine,225,"['politique et gouvernementukraine1991', ' guerre russoukrainienne 2022', ' relations extérieuresrussieukraine']"
